"LANDING_YEAR","AGENCY_CODE","MANAGEMENT_GROUP_CODE","COMPLEX","PACFIN_SPECIES_COMMON_NAME","PACFIN_SPECIES_CODE","CCA_LANDED_WEIGHT_MTONS","CCA_LANDED_WEIGHT_PPP","CCA_EXVESSEL_REVENUE","CCA_CONFIDENTIAL_FLAG","ERA_LANDED_WEIGHT_MTONS","ERA_LANDED_WEIGHT_PPP","ERA_EXVESSEL_REVENUE","ERA_CONFIDENTIAL_FLAG","BGA_LANDED_WEIGHT_MTONS","BGA_LANDED_WEIGHT_PPP","BGA_EXVESSEL_REVENUE","BGA_CONFIDENTIAL_FLAG","BDA_LANDED_WEIGHT_MTONS","BDA_LANDED_WEIGHT_PPP","BDA_EXVESSEL_REVENUE","BDA_CONFIDENTIAL_FLAG","SFA_LANDED_WEIGHT_MTONS","SFA_LANDED_WEIGHT_PPP","SFA_EXVESSEL_REVENUE","SFA_CONFIDENTIAL_FLAG","MNA_LANDED_WEIGHT_MTONS","MNA_LANDED_WEIGHT_PPP","MNA_EXVESSEL_REVENUE","MNA_CONFIDENTIAL_FLAG","MRA_LANDED_WEIGHT_MTONS","MRA_LANDED_WEIGHT_PPP","MRA_EXVESSEL_REVENUE","MRA_CONFIDENTIAL_FLAG","SBA_LANDED_WEIGHT_MTONS","SBA_LANDED_WEIGHT_PPP","SBA_EXVESSEL_REVENUE","SBA_CONFIDENTIAL_FLAG","LAA_LANDED_WEIGHT_MTONS","LAA_LANDED_WEIGHT_PPP","LAA_EXVESSEL_REVENUE","LAA_CONFIDENTIAL_FLAG","SDA_LANDED_WEIGHT_MTONS","SDA_LANDED_WEIGHT_PPP","SDA_EXVESSEL_REVENUE","SDA_CONFIDENTIAL_FLAG","CA2_LANDED_WEIGHT_MTONS","CA2_LANDED_WEIGHT_PPP","CA2_EXVESSEL_REVENUE","CA2_CONFIDENTIAL_FLAG","TOTAL_LANDED_WEIGHT_MTONS","TOTAL_LANDED_WEIGHT_PPP","TOTAL_EXVESSEL_REVENUE","TOTAL_CONFIDENTIAL_FLAG"
"2013","C","GRND","ROCK","NOM. CHILIPEPPER","CLP1",,,,"",,,,"*",,,,"",,,,"",,,,"*",.7,2.32,3361,"",,,,"*",.4,1.35,1042,"",0,1.72,75,"",,,,"*",,,,"",1.1,,4478,"*"
"2013","C","GRND","ROCK","CHILIPEPPER ROCKFISH","CLPR",,,,"",1.1,.48,1185,"",254.5,.65,364238,"",,,,"",59.8,.66,87051,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",315.4,,452474,"*"
"2013","C","GRND","ROCK","NOM. CANARY ROCKFISH","CNR1",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","CANARY ROCKFISH","CNRY",,,,"",,,,"*",.8,.71,1277,"",,,,"",.1,.52,99,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.9,,1376,"*"
"2013","C","GRND","ROCK","NOM. COPPER ROCKFISH","COP1",.2,3.98,1508,"",,,,"*",.4,3.98,3811,"",0,4.05,151,"",.4,6.02,4712,"",,,,"*",.2,3.25,1597,"",2.7,6.55,39597,"",,,,"*",,,,"*",,,,"",3.9,,51376,"*"
"2013","C","GRND","ROCK","COPPER ROCKFISH","COPP",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"*",1.4,6.97,21874,"",.8,3.36,5586,"",,,,"",,,,"",,,,"",2.2,,27460,"*"
"2013","C","GRND","ROCK","NOM. COWCOD ROCKFISH","CWC1",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","COWCOD ROCKFISH","CWCD",,,,"",,,,"*",0,.44,26,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,26,"*"
"2013","C","GRND","ROCK","NOM. DARKBLOTCHED ROCKFISH","DBR1",,,,"*",,,,"",,,,"*",,,,"",,,,"*",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","DARKBLOTCHED ROCKFISH","DBRK",,,,"",,,,"*",1.4,.7,2152,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",1.4,,2152,"*"
"2013","C","GRND","ROCK","FLAG ROCKFISH","FLAG",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",.1,1.14,183,"",,,,"",,,,"",.1,,183,"*"
"2013","C","GRND","ROCK","NOM. FLAG ROCKFISH","FLG1",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",.1,2.95,741,"",,,,"",,,,"*",,,,"",.1,,741,"*"
"2013","C","GRND","ROCK","NOM. GREENBLOTCHED ROCKFISH","GBL1",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",.1,1.84,237,"",,,,"",,,,"",,,,"",.1,,237,"*"
"2013","C","GRND","ROCK","GREENBLOTCHED ROCKFISH","GBLC",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","NOM. GOPHER ROCKFISH","GPH1",,,,"*",,,,"*",.2,6.02,2768,"",.5,9.6,11174,"",1.3,7.28,21088,"",1.4,7.27,21706,"",2,6.9,29919,"",.4,6.99,5701,"",,,,"",0,3.26,268,"",,,,"",5.8,,92624,"*"
"2013","C","GRND","ROCK","GOPHER ROCKFISH","GPHR",,,,"",,,,"",.8,6.77,11696,"",,,,"",,,,"",.2,3.65,1458,"",13.8,8.11,246177,"",,,,"",,,,"",,,,"",,,,"",14.8,,259331,""
"2013","C","GRND","ROCK","GRASS ROCKFISH","GRAS",,,,"",,,,"",.1,6.72,1589,"",,,,"",,,,"",,,,"",4.8,9.3,97657,"",,,,"*",,,,"",,,,"",,,,"",4.9,,99246,"*"
"2013","C","GRND","ROCK","NOM. GRASS ROCKFISH","GRS1",,,,"*",,,,"",0,6.8,285,"",,,,"*",,,,"*",1,9.27,20737,"",.6,9.21,11489,"",.4,9.48,7789,"",,,,"*",0,5.87,220,"",,,,"",2,,40520,"*"
"2013","C","GRND","ROCK","NOM. GREENSPOTTED ROCKFISH","GSP1",,,,"",,,,"",,,,"*",,,,"",.2,.67,264,"",0,2.56,105,"",,,,"",.9,3.07,6249,"",,,,"",.1,3.32,968,"",,,,"",1.2,,7586,"*"
"2013","C","GRND","ROCK","GREENSPOTTED ROCKFISH","GSPT",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"*",,,,"",.5,1.06,1057,"",,,,"",,,,"",.5,,1057,"*"
"2013","C","GRND","ROCK","NOM. GREENSTRIPED ROCKFISH","GSR1",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",0,1.28,43,"",,,,"",,,,"",,,,"",0,,43,"*"
"2013","C","GRND","ROCK","GREENSTRIPED ROCKFISH","GSRK",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","NOM. HONEYCOMB ROCKFISH","HNY1",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","NOM. KELP ROCKFISH","KLP1",,,,"",,,,"",,,,"",,,,"",,,,"*",.3,5.02,3219,"",.1,2.38,731,"",.1,4.2,1262,"",,,,"*",,,,"*",,,,"",.5,,5212,"*"
"2013","C","GRND","ROCK","KELP ROCKFISH","KLPR",,,,"",,,,"",,,,"",,,,"",,,,"",0,3.79,138,"",.5,3.87,4376,"",,,,"",,,,"",,,,"",,,,"",.5,,4514,""
"2013","C","GRND","ROCK","NOM. LONGSPINE THORNYHEAD","LSP1",,,,"",,,,"",,,,"*",,,,"",,,,"*",.8,1.24,2167,"",1.7,.11,430,"",,,,"",,,,"*",,,,"*",,,,"",2.5,,2597,"*"
"2013","C","GRND","ROCK","LONGSPINE THORNYHEAD","LSPN",,,,"*",241.1,.51,268453,"",223.8,.45,223041,"",,,,"",,,,"*",,,,"*",,,,"*",2.1,3.49,16187,"",4.1,1.3,11633,"",,,,"",,,,"",471.1,,519314,"*"
"2013","C","GRND","ROCK","NOM. MEXICAN ROCKFISH","MXR1",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","MEXICAN ROCKFISH","MXRF",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",0,1.31,30,"",,,,"",,,,"",0,,30,"*"
"2013","C","GRND","ROCK","NOM. OLIVE ROCKFISH","OLV1",,,,"",,,,"*",,,,"*",,,,"",.2,3.25,1666,"",.6,1.85,2535,"",,,,"*",0,3.91,366,"",,,,"*",,,,"*",,,,"",.8,,4567,"*"
"2013","C","GRND","ROCK","OLIVE ROCKFISH","OLVE",,,,"*",,,,"",,,,"",,,,"",.1,5.4,1508,"",,,,"",0,1.62,75,"",.2,4.56,2476,"",,,,"",,,,"",,,,"",.3,,4059,"*"
"2013","C","GRND","ROCK","PINK ROCKFISH","PNKR",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","PACIFIC OCEAN PERCH","POP",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","NOM. PINKROSE ROCKFISH","PRR1",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","PINKROSE ROCKFISH","PRRK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","NOM. QUILLBACK ROCKFISH","QLB1",.4,5.57,4838,"",,,,"*",.1,6.09,1769,"",,,,"*",,,,"*",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",.5,,6607,"*"
"2013","C","GRND","ROCK","QUILLBACK ROCKFISH","QLBK",.1,1.39,295,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.1,,295,""
"2013","C","GRND","ROCK","UNSP. BOLINA RCKFSH","RCK2",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","UNSP. REDS RCKFSH","RCK4",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",.1,2.97,353,"",,,,"*",.2,2.38,953,"",,,,"*",,,,"",.3,,1306,"*"
"2013","C","GRND","ROCK","UNSP. SMALL REDS RCKFSH","RCK5",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","UNSP. ROSEFISH RCKFSH","RCK6",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","CANARY+VERMILION RCKFSH","RCK8",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","NOM. REDBANDED ROCKFISH","RDB1",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","REDBANDED ROCKFISH","RDBD",,,,"",,,,"*",5.1,.72,8138,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",5.1,,8138,"*"
"2013","C","GRND","ROCK","ROUGHEYE ROCKFISH","REYE",,,,"",,,,"*",2.9,.84,5417,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",2.9,,5417,"*"
"2013","C","GRND","ROCK","NOM. ROSY ROCKFISH","ROS1",,,,"*",,,,"",,,,"",,,,"",.1,2.27,390,"",,,,"*",,,,"*",,,,"*",,,,"",,,,"",,,,"",.1,,390,"*"
"2013","C","GRND","ROCK","ROSY ROCKFISH","ROSY",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","NOM. ROSETHORN ROCKFISH","RST1",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","ROSETHORN ROCKFISH","RSTN",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","NOM. SHORTBELLY ROCKFISH","SBL1",,,,"",,,,"",0,.1,4,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,4,"*"
"2013","C","GRND","ROCK","CALIFORNIA SCORPIONFISH","SCOR",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","NOM. CALIFORNIA SCORPIONFISH","SCR1",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",.3,1.69,1079,"",1.8,4.61,18124,"",0,2.9,182,"",,,,"",2.1,,19385,"*"
"2013","C","GRND","ROCK","SHARPCHIN ROCKFISH","SHRP",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","SILVERGRAY ROCKFISH","SLGR",,,,"",,,,"",.2,.72,307,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.2,,307,""
"2013","C","GRND","ROCK","SPLITNOSE ROCKFISH","SNOS",,,,"",,,,"*",3.3,.34,2454,"",,,,"",.7,.37,547,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",4,,3001,"*"
"2013","C","GRND","ROCK","NOM. SPLITNOSE ROCKFISH","SNS1",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",0,1.2,74,"",,,,"*",,,,"",,,,"",0,,74,"*"
"2013","C","GRND","ROCK","NOM. SPECKLED ROCKFISH","SPK1",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",.2,1.08,376,"",,,,"*",,,,"*",,,,"",.2,,376,"*"
"2013","C","GRND","ROCK","NOM. SQUARESPOT","SQR1",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","SHORTRAKER ROCKFISH","SRKR",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","NOM. SHORTSPINE THORNYHEAD","SSP1",,,,"",,,,"",2.9,2.25,14454,"",,,,"*",.9,4.15,8497,"",13.3,3.2,94068,"",47.2,4.79,499063,"",,,,"*",,,,"",,,,"*",,,,"",64.3,,616082,"*"
"2013","C","GRND","ROCK","SHORTSPINE THORNYHEAD","SSPN",,,,"*",134.5,.88,259915,"",70.7,.83,129247,"",,,,"",,,,"*",16.1,2.36,83485,"",,,,"*",35.6,5.58,437698,"",23.1,5.02,255992,"",,,,"*",,,,"",280,,1166337,"*"
"2013","C","GRND","ROCK","STARRY ROCKFISH","STAR",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,7.03,173,"",.4,2.43,1899,"",.3,1.38,843,"",,,,"",,,,"",.7,,2915,""
"2013","C","GRND","ROCK","NOM. STRIPETAIL ROCKFISH","STL1",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","NOM. STARRY ROCKFISH","STR1",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"",0,2.51,232,"",,,,"",0,,232,"*"
"2013","C","GRND","ROCK","STRIPETAIL ROCKFISH","STRK",,,,"",.1,.31,103,"",.3,.66,420,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",.4,,523,"*"
"2013","C","GRND","ROCK","THORNYHEADS (MIXED)","THDS",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","TIGER ROCKFISH","TIGR",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","NOM. TREEFISH","TRE1",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",0,4.93,400,"",0,7.48,454,"",,,,"",,,,"*",,,,"",0,,854,"*"
"2013","C","GRND","ROCK","TREEFISH","TREE",,,,"",,,,"",,,,"",,,,"",,,,"",0,3.95,80,"",1.1,9.42,23769,"",,,,"",,,,"",,,,"",,,,"",1.1,,23849,""
"2013","C","GRND","ROCK","UNSP. POP GROUP","UPOP",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","UNSP. ROCKFISH","URCK",,,,"",,,,"",,,,"",,,,"",.1,.51,160,"",,,,"*",,,,"*",0,1.22,117,"",,,,"*",,,,"",,,,"",.1,,277,"*"
"2013","C","GRND","ROCK","UNSP. NEAR-SHORE ROCKFISH","USHR",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","UNSP. SHELF ROCKFISH","USLF",,,,"*",,,,"",,,,"*",,,,"",,,,"*",,,,"*",,,,"",,,,"*",,,,"*",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","UNSP. SLOPE ROCKFISH","USLP",,,,"*",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","NOM. VERMILLION ROCKFISH","VRM1",.3,2.08,1192,"",,,,"*",1.3,1.03,2998,"",.1,6.02,817,"",.7,3.77,5537,"",.2,3.44,1322,"",0,2.41,260,"",.3,2.52,1746,"",,,,"",1.6,3.01,10513,"",,,,"",4.5,,24385,"*"
"2013","C","GRND","ROCK","VERMILION ROCKFISH","VRML",.2,1.34,494,"",,,,"",.4,3.24,2901,"",,,,"",,,,"",2.4,2.83,15250,"",8.1,2.98,53275,"",8,2.95,51843,"",1.2,2.52,6584,"",,,,"",,,,"",20.3,,130347,""
"2013","C","GRND","ROCK","WIDOW ROCKFISH","WDOW",,,,"*",,,,"*",4.8,.55,5828,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",.1,2.08,448,"",,,,"",,,,"",4.9,,6276,"*"
"2013","C","GRND","ROCK","NOM. WIDOW ROCKFISH","WDW1",,,,"",,,,"",,,,"*",,,,"",.5,1.89,1935,"",.1,2.09,515,"",,,,"*",.1,.99,254,"",,,,"*",,,,"*",,,,"",.7,,2704,"*"
"2013","C","GRND","ROCK","NOM. YELLOWEYE ROCKFISH","YEY1",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","YELLOWEYE ROCKFISH","YEYE",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROCK","NOM. YELLOWTAIL ROCKFISH","YTR1",,,,"*",.2,2.27,1203,"",.2,1.43,534,"",.6,2.38,2931,"",1.3,2.04,5778,"",1.9,2.54,10393,"",.3,1.74,1094,"",,,,"*",,,,"*",,,,"",,,,"",4.5,,21933,"*"
"2013","C","GRND","ROCK","YELLOWTAIL ROCKFISH","YTRK",.4,1.25,979,"",,,,"*",0,1.89,155,"",,,,"",,,,"",,,,"",0,1.28,65,"",.1,1.62,451,"",,,,"",,,,"",,,,"",.5,,1650,"*"
"2013","C","GRND","ROND","NOM. CABEZON","CBZ1",.9,4.05,8475,"",,,,"",3.2,4.72,33194,"",.5,4.96,5637,"",.4,4.46,4282,"",3.2,6.05,42479,"",14.4,5.42,172229,"",5.9,6.98,90695,"",.1,5.55,1627,"",.2,5.69,3012,"",,,,"",28.8,,361630,""
"2013","C","GRND","ROND","CABEZON","CBZN",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.1,1.73,488,"",,,,"",,,,"",,,,"",,,,"",.1,,488,""
"2013","C","GRND","ROND","NOM. KELP GREENLING","KGL1",.7,5.1,8068,"",,,,"",,,,"*",.1,6.43,1147,"",.5,4.11,4965,"",.9,7,14186,"",.6,6.78,9162,"",0,6.67,158,"",,,,"",,,,"",,,,"",2.8,,37686,"*"
"2013","C","GRND","ROND","KELP GREENLING","KLPG",,,,"",,,,"",.6,5.19,7105,"",,,,"",,,,"",,,,"",1.6,6.08,21426,"",,,,"",,,,"",,,,"",,,,"",2.2,,28531,""
"2013","C","GRND","ROND","NOM. LINGCOD","LCD1",3.1,2.43,16575,"",1.7,2.95,11018,"",1.4,1.91,5952,"",.5,3.52,3835,"",4.4,3.44,33652,"",7.3,3.01,48768,"",.6,2.5,3382,"",.3,3.04,2021,"",.2,2.21,1051,"",.1,2.14,490,"",,,,"",19.6,,126744,""
"2013","C","GRND","ROND","LINGCOD","LCOD",.8,1.25,2242,"",12.7,.61,17115,"",10.8,1.64,39201,"",,,,"",2.7,1.04,6232,"",,,,"*",16,2.5,88012,"",1.9,3.54,14483,"",,,,"",,,,"",,,,"",44.9,,167285,"*"
"2013","C","GRND","ROND","PACIFIC COD","PCOD",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","GRND","ROND","PACIFIC WHITING","PWHT",,,,"",,,,"*",,,,"*",,,,"",,,,"*",,,,"*",,,,"*",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2013","C","GRND","ROND","SABLEFISH","SABL",38,1.92,160723,"",258.9,1.74,990960,"",264.6,2.42,1414228,"",50.5,3.04,338021,"",79.3,1.85,324149,"",114.1,1.71,429286,"",327.5,2.46,1773703,"",165.1,2.75,1001816,"",52.9,2.47,288052,"",45.4,3.31,331952,"",,,,"*",1396.3,,7052890,"*"
"2013","C","HMSP","....","BLUE SHARK","BSRK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2013","C","HMSP","....","DORADO/DOLPHINFISH","DRDO",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"*",0,2.34,245,"",.1,2.64,862,"",,,,"",.1,,1107,"*"
"2013","C","HMSP","....","SHORTFIN MAKO SHARK","MAKO",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",2.2,.91,4528,"",4.5,1.2,12011,"",3,1.95,12715,"",11.2,1.27,31338,"",,,,"",20.9,,60592,"*"
"2013","C","HMSP","....","SWORDFISH","SWRD",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"*",,,,"*",4,4.92,43549,"",59,2.72,354202,"",42.7,5.03,473776,"",,,,"",105.7,,871527,"*"
"2013","C","HMSP","....","COMMON THRESHER SHARK","TSRK",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"*",,,,"*",6,1.15,15151,"",3,1.31,8524,"",28.3,1.43,89146,"",,,,"",37.3,,112821,"*"
"2013","C","HMSP","TUNA","ALBACORE","ALBC",58.6,1.26,163100,"",43.5,1.59,152511,"",27.9,1.62,99608,"",8.1,1.98,35404,"",48.2,1.95,207333,"",43.4,1.79,171178,"",9.2,2.09,42400,"",24.5,2.11,113654,"",,,,"*",.4,1.87,1463,"",,,,"*",263.8,,986651,"*"
"2013","C","HMSP","TUNA","BLUEFIN TUNA","BTNA",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"",2.2,3.75,18444,"",1.2,3.48,8913,"",1.6,2.31,7916,"",4.6,2.85,28847,"",,,,"",9.6,,64120,"*"
"2013","C","HMSP","TUNA","BIGEYE TUNA","ETNA",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2013","C","HMSP","TUNA","SKIPJACK TUNA","STNA",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",.3,.99,661,"",,,,"*",,,,"*",,,,"",.3,,661,"*"
"2013","C","HMSP","TUNA","UNSP. TUNA","UTNA",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2013","C","HMSP","TUNA","YELLOWFIN TUNA","YTNA",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"",2.5,2,10786,"",,,,"",2.5,,10786,"*"
"2013","C","OTHR","....","PACIFIC ANGEL SHARK","ASRK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.1,1.41,235,"",5.2,1.25,14395,"",,,,"*",,,,"*",,,,"",5.3,,14630,"*"
"2013","C","OTHR","....","BAT RAY","BTRY",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",2.8,.15,935,"",,,,"*",,,,"",2.8,,935,"*"
"2013","C","OTHR","....","NOM. CALIF HALIBUT","CHL1",,,,"",,,,"*",,,,"",.8,5.72,10400,"",89.2,5.35,1052422,"",1.2,4.53,11969,"",5.5,6.3,76925,"",44.4,5.21,509798,"",5.9,5.59,72667,"",7,4.63,71223,"",,,,"",154,,1805404,"*"
"2013","C","OTHR","....","CALIFORNIA HALIBUT","CHLB",,,,"",,,,"",,,,"",,,,"",,,,"",18,4.97,197159,"",,,,"",,,,"",,,,"",,,,"",,,,"",18,,197159,""
"2013","C","OTHR","....","PACIFIC BARRACUDA","CUDA",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",1,.81,1712,"",6.8,.75,11215,"",.1,.93,205,"",,,,"",7.9,,13132,"*"
"2013","C","OTHR","....","UNSP. EELS","EELS",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",.6,3.06,4310,"",1.1,2.44,6000,"",,,,"",1.7,,10310,"*"
"2013","C","OTHR","....","BIGEYE THRESHER SHARK","ISRK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"",0,,0,"*"
"2013","C","OTHR","....","CALIFORNIA SPINY LOBSTER","LOBS",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",122,18.55,4989386,"",104.7,18.09,4174279,"",116.3,17.41,4464619,"",,,,"*",343,,13628284,"*"
"2013","C","OTHR","....","LOUVAR","LUVR",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"",,,,"*",,,,"*",,,,"",.1,5.25,1700,"",,,,"",.1,,1700,"*"
"2013","C","OTHR","....","MONKEYFACE PRICKLEBACK (EEL)","MEEL",,,,"",,,,"",,,,"",,,,"",.2,1.99,884,"",,,,"",0,2.49,158,"",,,,"",,,,"",,,,"",,,,"",.2,,1042,""
